address_title,address_type,address_line1,address_line2,city,state,country,pincode,is_primary_address,is_shipping_address,gstin,gst_category,links.link_doctype,links.link_name
ANSOYA HARDWARE & ELECTRIC,Billing,A/40 COMMERCIAL COMPLEX,"RANOLI GIDC, VADODARA",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0512
V. R. ELECTRICALS,Billing,"E-1/2, DHARTI TENAMENT","NEW SAMA ROAD, SAMA, VADODARA","SAMA, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0515
RIDDHI SHIDDHI ENTERPRISE,Billing,9/INDIRA NAGAR SOCIETY,"IPCL OVER BRIDGE ROAD, AT. POST RANOLI, DIST.VADODARA",DIST.VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0517
RADHIKA MOTORS,Billing,"30, 31, 32 SARDARPURA ROAD","PATAN, RADHANPUR, RAJGADHI.",RAJGADHI,Gujarat,India,,1,1,24BOPPP1449Q1Z5,Registered Regular,Supplier,IMP-20260324-SUP-0518
APCO AUTOMOBILES,Billing,OPP. BHARAT PETROL PUMP,"BESIDE M.M. VORA SHOWROOM, NEAR SOMA TALAV CHAR RASTA, DABHOI ROAD, VADODARA","DABHOI ROAD, VADODARA",Gujarat,India,,1,1,24AAWFA6018Q1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0520
SHREE SAI MOTORS,Billing,SHEKHON CHAMBER,"BEHIND MINAL PETROL PUMP & HONEST, RANOLI, VADODARA","RANOLI, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0521
SILVER EMPORIUM PRIVATE LIMITED,Billing,"232/234, 1ST FLOOR","CHAMBER BHAVAN, OPP. ABHINANDAN MARKET, KALBADEVI ROAD, MUMBAI","KALBADEVI ROAD, MUMBAI",Maharashtra,India,,1,1,27AANCS1076Q1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0523
St. ROOSEVELT PUBLIC SCHOOL,Billing,SHERDI NAGAR,"OPP. PRAMUKHSWAMI SOC. OPP., SHARDA SOC., HARNI-WARASIYA RING ROAD, VADODARA.",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0525
GOPAL K. PATNI,Billing,"10, GOVERDHAN COMPLEX","KHASWADI, BAHUCHARAJI ROAD, VADODARA",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0526
STAR MOTOR GARAGE,Billing,MAHMOOD COMPLEX,"C.N.G. PUMP, AMOD ROAD, JAMBUSAR, BHARUCH","JAMBUSAR, BHARUCH",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0528
AYUSHI ENTERPRISE,Billing,"B-10, Romeshwar Park Co. Op. Society","Nr. Diamond Dyechem Colony, G.I.D.C. Ankleshwar",G.I.D.C. Ankleshwar,Gujarat,India,,1,1,24AERPP3631D1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0529
SAANVIKA MOTORS,Billing,REWA 143/1 BELA TIRAHA,"VILL.BELA RUHIYA, DISTT-SATNA. (M.P)",DISTT-SATNA. (M.P),Madhya Pradesh,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0530
ATIFA MOTORS,Billing,HINDORANA CHOWKADI,RAJULA,RAJULA,Gujarat,India,,1,1,24BYBPS3245K2Z9,Registered Regular,Supplier,IMP-20260324-SUP-0531
MANYA AUTOMOBILES PRIVATE LIMITED,Billing,SHOP-305-306,"AANAND COMPLEX, NR, IDBI BANK, KASAK, BHARUCH",BHARUCH,Gujarat,India,,1,1,24AAOCM8144Q1ZO,Registered Regular,Supplier,IMP-20260324-SUP-0532
M N SURFACTANTS PVT LTD,Billing,"GAT.NO. 1236/37, SANASWADI","TALUKA: SHIRUR, DIST:-PUNE-412208",DIST:-PUNE,Maharashtra,India,412208,1,1,27AABCM2627D1ZU,Registered Regular,Customer,IMP-20260324-CUST-0263
BARWANI MOTORS,Billing,05-KASRAWAD,BARWANI KHANDWA BARODA STATE HIGHWAY,BARWANI KHANDWA BARODA STATE HIGHWAY,Madhya Pradesh,India,,1,1,23ADYPY8106E2Z1,Registered Regular,Supplier,IMP-20260324-SUP-0535
NEW MANISH BATTERY & AUTO ELECTRICALS,Billing,SANTPOL SCHOOL KE SAMNE,"TULSIDASJI KI SRAY (DABOK), UDAIPUR (RAJ.)",UDAIPUR (RAJ.),Rajasthan,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0536
SUKHA CHEMICALS INDUSTRIES,Billing,"PLOT.NO. 2925, 2929, 3031-3042, 3127-31 PHASE-III","G.I.D.C.INDUSTRIAL ESTATE PANOLI, GUJARAT, INDIA PANOLI, 394116",ANKLESHWAR,Gujarat,India,394116,1,1,24AAJFS9480P1ZA,Registered Regular,Customer,IMP-20260324-CUST-0264
DEEPAK FERTILISERS & PETROCHEMICALS CORP LTD.(SALE),Billing,K-1 TO K-8 MICD IND . AREA. TALOJA A.V,TALOJA-A.V. DIST: RAIGAD,TALOJA-A.V. DIST: RAIGAD,Maharashtra,India,,1,1,27AAACD1388D1ZW,Registered Regular,Customer,IMP-20260324-CUST-0265
NAVIN FLUORINE ADVANCED SCIENCES LTD.,Billing,"D/2/11-A, DAHEJ GIDC-II, VIII VADADLA","OPP: MARINO IND. TAL: VAGRA, DIST: BHARUCH-392130",DIST: BHARUCH,Gujarat,India,392130,1,1,24AAGCN8726M1ZZ,Registered Regular,Customer,IMP-20260324-CUST-0266
SHRADDHA AUTO CENTRE,Billing,OPP. DHUNLAXMI PETROL PUMP,"RANOLI CROSSING, RANOLI, VADODARA","RANOLI, VADODARA",Gujarat,India,,1,1,24AGAPS7467F1Z8,Registered Regular,Supplier,IMP-20260324-SUP-0539
JAY AMBICA ENGINEERING AND WELDING WORKS,Billing,GODHRA ROAD,"DARSHAN HOTEL PASE., LIMDI TA. ZALOD, DAHOD",DAHOD,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0541
Mr.SHAFINRAZA SARANI,Billing,VASNA BHAYLI,VADODARA,VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0542
PATEL JAL SAGAR,Billing,I.P.C.L. MAIN ROAD,"NR. SAINATH WEIGH BRIDGE, OPP. KATHIYAWADI HOTEL, RANOLI, BARODA","RANOLI, BARODA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0543
LALJI MULJI TRANSPORT CO.,Billing,"H.O. : 17, MEHTA CHAMBERS","127-A, KALYAN STREET, DANABUNDER, MASJID, MUMBAI",MUMBAI,Maharashtra,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0544
PRAKASH SPRING WORKS,Billing,I.P.C.L. ROAD,"OPP. LUCKEY RESTAURANT, NEAR SWAMINARAYAN MANDIR, RANOLI, VADODARA","RANOLI, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0546
REVA MINE CHEM,Billing,"SURVEY NO. 1847/P2, VADAVALI","CHANASMA, PATAN-384221","CHANASMA, PATAN",Gujarat,India,384221,1,1,24BWMPP6549L1ZR,Registered Regular,Customer,IMP-20260324-CUST-0267
LEYLAND AUTOMOBILES,Billing,"9, MARUTI COMPLEX","G.I.D.C., RANOLI, VADODARA.",VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0547
Shrinath Automotive,Billing,"P.No. 30, Jawahar Nagar Over Bridge","Gandhidham, Gujarat",Gandhidham,Gujarat,India,,1,1,24ACOFS1317A1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0548
ZINCO FERTILIZERS,Billing,"PLOT.NO. 129/2, SINGANNA GUDEM","VILLAGE:-VEERAVALLI, NR. HANUMAN JUNCTION-521110",NR. HANUMAN JUNCTION,Andhra Pradesh,India,521110,1,1,37AABFZ8678A1ZT,Registered Regular,Customer,IMP-20260324-CUST-0268
SPARKLE ENERGY,Billing,"S. NO 5, NEAR SCHOOL","GALENDA, TAL - VAGRA, BHARUCH",BHARUCH,Gujarat,India,,1,1,24AENFS3294R1Z2,Registered Regular,Supplier,IMP-20260324-SUP-0549
FEDERATION OF GUJARAT INDUSTRIES,Billing,FGI BUSINESS CENTRE,"GOTRI-SEVASI ROAD, KHANPUR, NR. SEVASI, VADODARA",VADODARA,Gujarat,India,,1,1,24AAATF0543K1ZZ,Registered Regular,Supplier,IMP-20260324-SUP-0550
MAHADEV MOTORS,Billing,GUJARAT,,Gujarat,Gujarat,India,,1,1,24ABJFM2049P1ZV,Registered Regular,Supplier,IMP-20260324-SUP-0553
VIKRANT SECURITY FORCE & DIVYA MANPOWER SUPPLIERS,Billing,"SHOP NO. 144, SUN ENCLAVE, 1st Floor","OPP. OLD JYOTI COMPOUND, GODHRA ROAD, HALOL",HALOL,Gujarat,India,,1,1,24ALYPT8035F1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0555
ASHMEE TRAVELS,Billing,9/A VRUNDAVAN PARK,"B/H. BRIGHT SCHOOL, VIP ROAD, VADODARA","VIP ROAD, VADODARA",Gujarat,India,,1,1,24BFEPS3427M1Z6,Registered Regular,Supplier,IMP-20260324-SUP-0556
AGRAWAL TANKER SERVICE,Billing,RING ROAD.NO. 1 TATIBANDH,RAIPUR(C.G.)-492099,RAIPUR(C.G.),Chhattisgarh,India,492099,1,1,22ALMPA1880H1ZE,Registered Regular,Customer,IMP-20260324-CUST-0269
FLARE CHEMICALS PRIVATE LIMITED,Billing,"201-202, SUDARSHAN ENCLAVE, BSNL ROAD, SEC. 3, UDAIPUR","BEGDARA NATURE PARK, JHAMAR KOTRA-MATOON MINE ROAD, LAKADWAS TEH.GIRWA, UDAIPUR (RAJ.)",UDAIPUR UNIT,Rajasthan,India,,1,1,08AADCF2978E1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0270
VESTRO SOLVENTS PVT. LTD,Billing,"SY NO 850/A, INDUSTRIAL AREA","MEDCHAL-MALKAJGIRI, MEDCHAL-501401",MEDCHAL,Telangana,India,501401,1,1,36AABCV5324J1Z9,Registered Regular,Customer,IMP-20260324-CUST-0271
PROGRESSIVE TRANSPORT,Billing,"E-307, KAILASH ESPLANADE","LAL BAHADUR SGASTRI ROAD, OPP:- SHRERYAS CINEMA, GHATKOPAR, WEST MUMBAI-400086","GHATKOPAR, WEST MUMBAI",Maharashtra,India,400086,1,1,27AAGPG7597J1Z4,Registered Regular,Customer,IMP-20260324-CUST-0272
BHARAT TANKER TRANSPORT CO.,Billing,"35-A, CENTRAL AREA","OPP:- AVARIMATA MANDIR, UDAIPUR-313002 (RAJASTHAN)",UDAIPUR- (RAJASTHAN),Rajasthan,India,313002,1,1,08AAYPG6516H1ZA,Registered Regular,Customer,IMP-20260324-CUST-0273
NEW BHARAT SPRING WORKS,Billing,NEAR CARGO MOTORS,"DASHMESH COMPLEX, RANOLI, BARODA","RANOLI, BARODA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0562
RASAYAN UDHYOG (SINGRAULI),Billing,"PLOT. NO. 48 & 49, UDYOG DEEP INDUSTRIAL AREA",WAIDHAN - 486886 (MP),WAIDHAN -  (MP),Madhya Pradesh,India,486886,1,1,23ABDPG9317Q1ZD,Registered Regular,Customer,IMP-20260324-CUST-0274
MARS CONSULTANTS,Billing,"104, PROFIT CENTRE","NR. KALAGHODA CIRCLE, SAYAJIGUNJ, VADODARA - 390005",VADODARA,Gujarat,India,390005,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0563
PROGRESSIVE TRANSPORT CO.,Billing,"E 307, KAILASH ESPLANADE, LAL BAHADUR SHASHTRI RD","OPP OLD SERYAS CINEMA, GHATKOPAR WEST, MUMBAI, MAHARASHTRA-400086","MUMBAI,MAHARASHTRA",Maharashtra,India,400086,1,1,27AAGPG7597J1Z4,Registered Regular,Customer,IMP-20260324-CUST-0275
PAINTER JAGDISH,Billing,NR. RANOLI CROSSING N.H.NO. 8,VADODARA,VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0564
DILIP KIRADE,Billing,"PLOT NO. 11, SEKHON CHEMBER","OPP. WATER TANK, G.I.D.C., RANOLI, DIST. BARODA.",DIST. BARODA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0565
KHAN MOTOR GARAGE,Billing,OPP. OM SHRI GANESH PETROL PUMP,"IPCL ROAD, RANOLI, BARODA",BARODA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0566
SAHIL AUTO ELECTRIC WORK,Billing,DASHMESH COMPOUND NR. CARGO MOTORS,"RANOLI - IPCL ROAD, DIST. VADODARA",DIST. VADODARA,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0567
SWASTIK ENTERPRISES,Billing,33. MARUTI COMPLEX,"G.I.D.C. RANOLI, BARODA",BARODA,Gujarat,India,,1,1,24ACQPP7085C1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0568
AMIT BULK CARRIERS,Billing,"THOL ROAD, OPP: GUJARAT AMBUJA","KADI-382715, MEHSANA, GUJARAT.","KADI-, MEHSANA",Gujarat,India,382715,1,1,24AGIPA8342B2ZX,Registered Regular,Customer,IMP-20260324-CUST-0276
M K MOTORS - SALES,Billing,SURVEY 46/2 PLOT NO.2,"DURGA INDUSTRIAL ESTATE, NH-8, VILLAGE : SANKARDA, TA. VADODARA",TA. VADODARA,Gujarat,India,,1,1,24AAOFM2723Q1ZT,Registered Regular,Supplier,IMP-20260324-SUP-0570
MAA DURGA TRANSPORT SERVICE,Billing,"128/442, H2 BLOCK","KIDWAI NAGAR, KANPUR-208011, UTTAR PRADESH",KANPUR,Uttar Pradesh,India,208011,1,1,,Unregistered,Customer,IMP-20260324-CUST-0277
SAMVEG AUTOMOBILES,Billing,NEAR HOTEL GOVIND,"DHULE JALGAON ROAD, NH-06, A/P, KHARCHI B.O- MAHARASHTRA",KHARCHI B.O- MAHARASHTRA,Maharashtra,India,,1,1,27ADQFS9376L1ZW,Registered Regular,Supplier,IMP-20260324-SUP-0571
ASHAPURA PERFOCLAY LTD.,Billing,"SURVEY NO. 167, VILLAGE-LER","NEAR BHUJODI, BHUJ ANJAR HIGHWAY, TAL: BHUJ DIST: KUTH-370020",TAL: BHUJ DIST: KUTH,Gujarat,India,370020,1,1,24AAACA9472H1ZO,Registered Regular,Customer,IMP-20260324-CUST-0278
NEW NASHIK TYRE,Billing,"1/C, Ajanta Complex, Opp Swaminarayan Mandir","New Adgaon Naka, Panchvati, Nashik",Nashik,Maharashtra,India,,1,1,27AAHFN4422C1ZM,Registered Regular,Supplier,IMP-20260324-SUP-0572
AMAN AUTO ENGG. WORKS,Billing,"NEAR CARGO MOTORS, IPCL ROAD, RANOLI",RANOLI-391350 BARODA,VADODARA,,India,391350,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0573
RAJU AUTO GARAGE,Billing,N. H. NO. 8M,"RANOLI CROSSING, RANOLI",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0574
OM SAI CARRIERS,Billing,"WARD NO 72, TEHSIL - ADHARTAL","DADA THANTHANPAL, KHASRA NO 45, MADHOTAL, JABALPUR, MADHYA PRADESH","JABALPUR, MADHYA PRADESH",Madhya Pradesh,India,,1,1,23AVKPB3672J2ZL,Registered Regular,Supplier,IMP-20260324-SUP-0575
AUTO CARE,Billing,81/7 G.I.D.C. VADSAR ROAD,MAKARPURA. VADODARA,MAKARPURA. VADODARA,Gujarat,India,,1,1,24AHAPP2197A1ZQ,Registered Regular,Supplier,IMP-20260324-SUP-0577
LAXMI BATTERIES,Billing,"15-G, INDIA TREAD CENTRE","NR. PRIME HOTEL, RAJPIPLA CHOKDI, ANKLESHWAR",ANKLESHWAR,Gujarat,India,,1,1,24ACNPR7530D1ZK,Registered Regular,Supplier,IMP-20260324-SUP-0578
LASONS INDUSTRIES PVT LTD (HALDIA),Billing,"JL NO. 168, AEGIS VOPAK TERMINAL LTD","POLT NO.952-958, CHIRANJIBPUR HALDIA, WEST BENGAL-721604","POLT NO.952-958, CHIRANJIBPUR HALDIA",West Bengal,India,721604,1,1,19AAECL3706H1ZJ,Registered Regular,Customer,IMP-20260324-CUST-0279
HICS PRODUCT LLP,Billing,"105/B, 21 ST CENTURY PLAZA","SECTOR-8, ROHINI DELHI-110085 (INDIA)","SECTOR-8, ROHINI DELHI- (INDIA)",Delhi,India,110085,1,1,07AAMFH6440H1Z9,Registered Regular,Customer,IMP-20260324-CUST-0280
KILBURN CHEMICALS LTD,Billing,PLOT NO.D2/CH-170.DAHEJ-II INDUSTRIAL,"ESTATE VILLAGE-JOLWA, TAL-VAGRA, BHARUCH-392130","TAL-VAGRA, BHARUCH",Gujarat,India,392130,1,1,24AAACK1427A1ZD,Registered Regular,Customer,IMP-20260324-CUST-0281
HICS TRADEX LLP,Billing,"105/A, 1ST FLOOR, 21ST CENTURY PLAZA","COMMUNITY CENTRE, SECTOR-8, ROHINI DELHI - 110085",ROHINI DELHI,Delhi,India,110085,1,1,07AAPFH0236C1ZQ,Registered Regular,Customer,IMP-20260324-CUST-0282
ARUN MOTORS,Billing,"RAIPUR NAKA, NEAR GAYATRI TRANSPORT","G.E. ROAD, RAJNANDGAON., CHHATTISGARH","G.E. ROAD, RAJNANDGAON",Chhattisgarh,India,,1,1,22CBPPP6074B1ZN,Registered Regular,Supplier,IMP-20260324-SUP-0579
A-ONE ADVERTISING AGENCY-1,Billing,"A-100, PARAGRAJ SOCIETY","OPP. GURUKUL VIDHYALAYA, HARNI - WARASIYA RING ROAD, VADODARA",VADODARA,Gujarat,India,,1,1,24APSPS0730G2ZS,Registered Regular,Supplier,IMP-20260324-SUP-0580
RUDRAKSHA ALLED CHEMICAL PVT. LTD. (DNA),Billing,"VILLAGE: MOURZHARI, NEAR FERTI","OPP: HINDUSTAN LIVER LTD, GODOWN, KAMLESHWAR ROAD, NAGPUR-441501",NAGPUR,Maharashtra,India,441501,1,1,27AACCR7564B1ZE,Registered Regular,Customer,IMP-20260324-CUST-0283
SIDHHA SARDAR MOTOR GARAGE,Billing,MORBI HIGHWAY,"PALANPUR MORBI BRIDGE PASE, KUTCH",KUTCH,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0581
DUGGAL AUTOMOBILES,Billing,VILLAGE-SONWAY,"TESHIL-MHOW, DIST.INDORE, MADHYA PRADESH",DIST.INDORE,Madhya Pradesh,India,,1,1,23AADCD5938N1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0582
MAKKI AUTOMOBILES,Billing,SHOP. NO. 12,"SUPER SHOPPING CENTRE, RAJPIPLA CHOWKDI, I TA. ANKLESHWAR, DIST. BHARUCH.","I TA. ANKLESHWAR, DIST. BHARUCH",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0583
KISHAN ENGINEERING WORKS,Billing,"SHOP NO. 18, GOLDEN PLAZA","N.H.N. 8, EYE MATA HOTEL, ANKLESHWAR",ANKLESHWAR,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0584
RJ RUBBER & CHEMICALS INDUSTRIES,Billing,"9A, UDYOGDEEP INDUSTRIAL AREA","WAIDHAN, DIST: SINGRAULI, MADHYA PRADESH-486886","WAIDHAN, DIST: SINGRAULI",Madhya Pradesh,India,486886,1,1,23AALFR3667H1ZZ,Registered Regular,Customer,IMP-20260324-CUST-0284
RAMA PHOSPHATES LIMITED,Billing,AARAJI NO 244/194,"GRAM SAGWADIYA, CHITTORGARH -312601, RAJASTHAN",CHITTORGARH,Rajasthan,India,312601,1,1,08AAACR7191Q1ZM,Registered Regular,Customer,IMP-20260324-CUST-0285
NEW PATEL MOTORS,Billing,"SHOP NO. 7, GUJARAT COMPLEX","NR. HOTEL MILAN, SANAND CHOWKDI, S.G. HIGHWAY, SARKHEJ, AHMEDABAD","SARKHEJ, AHMEDABAD",Gujarat,India,,1,1,24AKFPB7389A1ZG,Registered Regular,Supplier,IMP-20260324-SUP-0585
KGN ENTERPRISE,Billing,"9, HAIDARSAN COMPLEX","IPCL ROAD, RANOLI, DIST. VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0586
SATISFACTION MOTORS,Billing,MADHYA PRADESH,,Madhya Pradesh,Madhya Pradesh,India,,1,1,23AEMPV2761F1ZC,Registered Regular,Supplier,IMP-20260324-SUP-0589
AROMATICS INDIA PVT LTD.(G.DHAM),Billing,"PLOT NO.334, GIDC.IND.ESTATE","MITHIROHAR, PHASE-2, GANDHIDHAM, KACHCHH. GUJARAT-370201",KACHCHH. GUJARAT,Gujarat,India,370201,1,1,24AAACA9994J1Z8,Registered Regular,Customer,IMP-20260324-CUST-0286
SWATI CHEMICALS,Billing,"407, 4th FLOOR, V-STAR PLAZA","CHANDAVARKAR ROAD, BORIVALI(WEST), MUMBAI-400092",MUMBAI,Maharashtra,India,400092,1,1,27AACPR9159F1ZC,Registered Regular,Customer,IMP-20260324-CUST-0287
SHREE BHAGVATI AUTO PARTS,Billing,GANDHIDHAM,,GANDHIDHAM,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0590
PREMBHAI KAMAN PATA GARAGE,Billing,"SAHYOG, WAY-BRIDGE","SAHYOG COMPLEX, NARI CHOKADI, BHAVNAGAR",BHAVNAGAR,Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0591
AAPCHEM PRIVATE LTD.,Billing,"OPP. D MART, D-WING/339","SIDDHARTH EXCELLENCE, VASNA ROAD, TANDALJA, VADODARA-390012",VADODARA,Gujarat,India,390012,1,1,24AAXCA4761E1ZH,Registered Regular,Customer,IMP-20260324-CUST-0288
DHAN BHAGWATI AUTOMECH PVT. LTD.,Billing,"Shop No. 1 & 2, Transport Nagar","Opposit Silver Hotel, N. H. No. 8, Ankleshwar, Dist : Bharuch",Dist : Bharuch,Gujarat,India,,1,1,24AACCD1584F1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0593
SUPERIOR AUTOMOTIVE,Billing,"NH-30, POST- NAURHIYA","CHORGADI, DIST- REWA, MP NAUDHIA, MADHYA PRADESH",MP NAUDHIA,Madhya Pradesh,India,,1,1,23APYPD2254G1ZX,Registered Regular,Supplier,IMP-20260324-SUP-0594
SATYAM SOLUTIONS LTD,Billing,"S, NO.247/1, OPP, SHARDA SOLVENT LTD","ASHIVPURI GUNA ROAD, GRAM BASKEDI, NH-3 SHIVPURI, MADHYA PRADESH","GRAM BASKEDI, NH-3 SHIVPURI",Madhya Pradesh,India,,1,1,23AABCK0612L1ZY,Registered Regular,Supplier,IMP-20260324-SUP-0596
VISHWAKARMA BODY AND WELDING WORKS,Billing,SURAT KADODARA ROAD,"MOBILE TOWER NI PASE, ANGOLI, SURAT","ANGOLI, SURAT",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0597
DEF SOLUTIONS PRIVATE LIMITED,Billing,"E-340, SUMEL BUSINESS PARK-6","NR. HANUMANPURA BRTS, SHAHIBAUGH, Ahmedabad","SHAHIBAUGH, Ahmedabad",Gujarat,India,,1,1,24AAHCD2463J1ZO,Registered Regular,Supplier,IMP-20260324-SUP-0598
LCVPL - REPAIRING A/C.,Billing,N H No. 8,"Dashrath, Vadodara",Vadodara,Gujarat,India,,1,1,24AACCW1966G1ZB,Registered Regular,Supplier,IMP-20260324-SUP-0599
SHREE DHANLAXMI TANKER & TRANSPORT COMPANY,Billing,"N.H.NO. 8, NR. BUS STAND","CHOUDHURY TRACTOR, MOKHAMPURA, TEH. DUDU DIST: JAIPUR (RAJ)303348",TEH. DUDU DIST: JAIPUR (RAJ),Rajasthan,India,303348,1,1,,Unregistered,Customer,IMP-20260324-CUST-0289
JAI BHARAT GOODS TRANSPORT CO.,Billing,NAI ANAJ MANI,ROHTAK-HARYANA-124001,ROHTAK-HARYANA,Haryana,India,124001,1,1,,Unregistered,Customer,IMP-20260324-CUST-0290
KRISHNA DIESELS,Billing,OPP LIC OFFICE RETISTAND CIRCLE,UDAIPUR,UDAIPUR,Rajasthan,India,,1,1,08ADAPS8735P1ZQ,Registered Regular,Supplier,IMP-20260324-SUP-0601
VE Commercial Vehicles Ltd. - Udwada,Billing,At & Po. : Khadki,"N. H. No. 08, Motiwada Char Rasta, Udwada",Udwada,Gujarat,India,,1,1,24AABCE9378F1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0602
R.JATIN & CO,Billing,VADODARA,,VADODARA,Gujarat,India,,1,1,24AAKPT8025E1ZN,Registered Regular,Supplier,IMP-20260324-SUP-0603
RAJASTHAN AUTO PARTS,Billing,"Nr. Railway Crossing, Dahej Bharch Road",Dist Bharuch,BHARUCH,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0604
SHRI BALAJI MOTORS,Billing,BIJOLI RAKSA HIWAY,"INDUSTRIAL AREA JHANSI IN FRONT OF GROWTH CENTER, MAUJA DAGARIY ROOND JHANSHI",MADHYA PRADESH,Uttar Pradesh,India,,1,1,09AJPPR7090D1Z0,Registered Regular,Supplier,IMP-20260324-SUP-0607
PATEL WHEEL CARE,Billing,"S-1, 2, 3, 4, 5, FORUM COMPLEX","HIGH TENSION ROAD, SUBHANPURA, VADODARA","SUBHANPURA, VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0608
SHISA AUTO (13406),Billing,5 RAJPATH SOCIETY,VADODARA RACE COURSE,VADODARA RACE COURSE,Gujarat,India,,1,1,24ACBFS1538E1ZI,Registered Regular,Supplier,IMP-20260324-SUP-0609
RINKU KUMAR RAJASTHAN MOTOR GARAGE,Billing,Nr.Railway Crossing,"Jaynarayan Complex, Dahej Chokdi, Bharuch",BHARUCH,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0611
JAGDAMBA AUTOMOTIVE COMPANY,Billing,JAGDAMBA AUTOMOTIVE COMPANY,,Maharashtra,Maharashtra,India,,1,1,27AAOFJ4909M1ZQ,Registered Regular,Supplier,IMP-20260324-SUP-0613
MYSORE AMMONIA & CHEMICALS LTD,Billing,"PLOT.NO. 10, DHATAV M.I.D.C.","ROHA, DIST: RAIGAD-402116","ROHA, DIST: RAIGAD",Maharashtra,India,402116,1,1,27AABCC9037H1ZM,Registered Regular,Customer,IMP-20260324-CUST-0292
MARUTI GARAGE,Billing,N.H. NO. 8,"POST DUMAD, VADODARA",VADODARA,,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0615
S K CHEMICALS,Billing,"SURVEY NO. 49, PLOT.NO. 54","BEHIND KRISHNA HOTEL, HIMMAT NAGAR -383 001, GUJARAT",HIMMAT NAGAR -383 001,Gujarat,India,,1,1,24ADJPK0798F1ZH,Registered Regular,Customer,IMP-20260324-CUST-0293
KINJAL AUTO PARTS,Billing,CHAMUNDA NAGAR,"OPP. G.D.I. NANDESARI, G.I.D.C., DIST. VADODARA.","G.I.D.C., DIST. VADODARA",Gujarat,India,,1,1,,Unregistered,Supplier,IMP-20260324-SUP-0616
NEELKANTH CHEMICALS,Billing,A-192 (A) ROAD .NO. 5,"M.I.A. MADRI, UDAIPUR, RAJASTHAN - 313031","M.I.A. MADRI, UDAIPUR",Rajasthan,India,313031,1,1,08AMKPM0213B1ZN,Registered Regular,Customer,IMP-20260324-CUST-0294
A.D.IMPEX,Billing,62-C ADARSH MRCHENIC NAGAR,"SCHEME NO.54 VIJAY NAGAR, INDOR, M.P, 452","INDOR, M.P,452",Madhya Pradesh,India,,1,1,23AZOPD7185L1ZB,Registered Regular,Customer,IMP-20260324-CUST-0295
